video_name,frame_idx,label,motion_score,timestamp
Normal_Videos_015_x264,35,Normal,0.1137,2026-03-03 12:23:55
Normal_Videos_015_x264,36,Normal,0.132,2026-03-03 12:23:55
Normal_Videos_015_x264,37,Normal,0.1495,2026-03-03 12:23:55
Normal_Videos_015_x264,38,Normal,0.1616,2026-03-03 12:23:55
Normal_Videos_015_x264,39,Normal,0.1756,2026-03-03 12:23:55
Normal_Videos_015_x264,40,Normal,0.1861,2026-03-03 12:23:55
Normal_Videos_015_x264,41,Normal,0.1913,2026-03-03 12:23:55
Normal_Videos_015_x264,42,Normal,0.2,2026-03-03 12:23:55
Normal_Videos_015_x264,43,Normal,0.202,2026-03-03 12:23:55
Normal_Videos_015_x264,44,Normal,0.2097,2026-03-03 12:23:55
Normal_Videos_015_x264,45,Normal,0.2183,2026-03-03 12:23:55
Normal_Videos_015_x264,46,Normal,0.2221,2026-03-03 12:23:55
Normal_Videos_015_x264,47,Normal,0.2268,2026-03-03 12:23:56
Normal_Videos_015_x264,48,Normal,0.2368,2026-03-03 12:23:56
Normal_Videos_015_x264,49,Normal,0.24,2026-03-03 12:23:56
Normal_Videos_015_x264,50,Normal,0.2516,2026-03-03 12:23:56
Normal_Videos_015_x264,51,Normal,0.2574,2026-03-03 12:23:56
Normal_Videos_015_x264,52,Normal,0.2602,2026-03-03 12:23:56
Normal_Videos_015_x264,53,Normal,0.2603,2026-03-03 12:23:56
Normal_Videos_015_x264,54,Normal,0.2624,2026-03-03 12:23:56
Normal_Videos_015_x264,55,Normal,0.2702,2026-03-03 12:23:56
Normal_Videos_015_x264,56,Normal,0.2858,2026-03-03 12:23:56
Normal_Videos_015_x264,57,Normal,0.2879,2026-03-03 12:23:56
Normal_Videos_015_x264,58,Normal,0.2876,2026-03-03 12:23:56
Normal_Videos_015_x264,59,Normal,0.2949,2026-03-03 12:23:56
Normal_Videos_015_x264,60,Normal,0.3007,2026-03-03 12:23:56
Normal_Videos_015_x264,61,Normal,0.2942,2026-03-03 12:23:57
Normal_Videos_015_x264,62,Normal,0.2799,2026-03-03 12:23:57
Normal_Videos_015_x264,63,Normal,0.3041,2026-03-03 12:23:57
Normal_Videos_015_x264,64,Normal,0.3296,2026-03-03 12:23:57
Normal_Videos_015_x264,65,Normal,0.3639,2026-03-03 12:23:57
Normal_Videos_015_x264,66,Normal,0.3809,2026-03-03 12:23:57
Normal_Videos_015_x264,67,Normal,0.41,2026-03-03 12:23:57
Normal_Videos_015_x264,68,Normal,0.4658,2026-03-03 12:23:57
Normal_Videos_015_x264,69,Normal,0.4982,2026-03-03 12:23:57
Normal_Videos_015_x264,70,Normal,0.5159,2026-03-03 12:23:57
Normal_Videos_015_x264,71,Normal,0.5405,2026-03-03 12:23:57
Normal_Videos_015_x264,72,Normal,0.5688,2026-03-03 12:23:57
Normal_Videos_015_x264,73,Normal,0.5864,2026-03-03 12:23:57
Normal_Videos_015_x264,74,Normal,0.601,2026-03-03 12:23:57
Normal_Videos_015_x264,75,Normal,0.6057,2026-03-03 12:23:57
Normal_Videos_015_x264,76,Normal,0.6223,2026-03-03 12:23:57
Normal_Videos_015_x264,77,Normal,0.5038,2026-03-03 12:23:57
Normal_Videos_015_x264,78,Normal,0.4398,2026-03-03 12:23:58
Normal_Videos_015_x264,79,Normal,0.5081,2026-03-03 12:23:58
Normal_Videos_015_x264,80,Normal,0.4783,2026-03-03 12:23:58
Normal_Videos_015_x264,81,Normal,0.5693,2026-03-03 12:23:58
Normal_Videos_015_x264,82,Normal,0.5312,2026-03-03 12:23:58
Normal_Videos_015_x264,83,Normal,0.4908,2026-03-03 12:23:58
Normal_Videos_015_x264,84,Normal,0.482,2026-03-03 12:23:58
Normal_Videos_015_x264,85,Normal,0.4918,2026-03-03 12:23:58
Normal_Videos_015_x264,86,Normal,0.4964,2026-03-03 12:23:58
Normal_Videos_015_x264,87,Normal,0.4814,2026-03-03 12:23:58
Normal_Videos_015_x264,88,Normal,0.5084,2026-03-03 12:23:58
Normal_Videos_015_x264,89,Normal,0.5037,2026-03-03 12:23:58
Normal_Videos_015_x264,90,Normal,0.5431,2026-03-03 12:23:58
Normal_Videos_015_x264,91,Normal,0.5634,2026-03-03 12:23:58
Normal_Videos_015_x264,92,Normal,0.5563,2026-03-03 12:23:58
Normal_Videos_015_x264,93,Normal,0.5806,2026-03-03 12:23:59
Normal_Videos_015_x264,94,Normal,0.5622,2026-03-03 12:23:59
Normal_Videos_015_x264,95,Normal,0.5844,2026-03-03 12:23:59
Normal_Videos_015_x264,96,Normal,0.634,2026-03-03 12:23:59
Normal_Videos_015_x264,97,Normal,0.7135,2026-03-03 12:23:59
Normal_Videos_015_x264,98,Normal,0.7802,2026-03-03 12:23:59
Normal_Videos_015_x264,99,Normal,0.8191,2026-03-03 12:23:59
Normal_Videos_015_x264,100,Normal,0.8076,2026-03-03 12:23:59
Normal_Videos_015_x264,101,Normal,0.7723,2026-03-03 12:23:59
Normal_Videos_015_x264,102,Normal,0.7428,2026-03-03 12:23:59
Normal_Videos_015_x264,103,Normal,0.5923,2026-03-03 12:23:59
Normal_Videos_015_x264,104,Normal,0.5846,2026-03-03 12:23:59
Normal_Videos_015_x264,105,Normal,0.5164,2026-03-03 12:23:59
Normal_Videos_015_x264,106,Normal,0.4179,2026-03-03 12:23:59
Normal_Videos_015_x264,107,Normal,0.3408,2026-03-03 12:24:00
Normal_Videos_015_x264,108,Normal,0.2886,2026-03-03 12:24:00
Normal_Videos_015_x264,109,Normal,0.2273,2026-03-03 12:24:00
Normal_Videos_015_x264,110,Normal,0.1484,2026-03-03 12:24:00
Normal_Videos_015_x264,111,Normal,0.0922,2026-03-03 12:24:00
Normal_Videos_015_x264,112,Normal,0.0553,2026-03-03 12:24:00
Normal_Videos_015_x264,113,Normal,0.0332,2026-03-03 12:24:00
Normal_Videos_015_x264,114,Normal,0.0199,2026-03-03 12:24:00
Normal_Videos_015_x264,115,Normal,0.0119,2026-03-03 12:24:00
Normal_Videos_015_x264,116,Normal,0.0085,2026-03-03 12:24:00
Normal_Videos_015_x264,117,Normal,0.0064,2026-03-03 12:24:00
Normal_Videos_015_x264,118,Normal,0.0038,2026-03-03 12:24:00
Normal_Videos_015_x264,119,Normal,0.0023,2026-03-03 12:24:00
Normal_Videos_015_x264,120,Normal,0.0027,2026-03-03 12:24:00
Normal_Videos_015_x264,121,Normal,0.0029,2026-03-03 12:24:00
Normal_Videos_015_x264,122,Normal,0.003,2026-03-03 12:24:00
Normal_Videos_015_x264,123,Normal,0.0018,2026-03-03 12:24:01
Normal_Videos_015_x264,124,Normal,0.0024,2026-03-03 12:24:01
Normal_Videos_015_x264,125,Normal,0.0027,2026-03-03 12:24:01
Normal_Videos_015_x264,126,Normal,0.0016,2026-03-03 12:24:01
Normal_Videos_015_x264,127,Normal,0.001,2026-03-03 12:24:01
Normal_Videos_015_x264,128,Normal,0.0006,2026-03-03 12:24:01
Normal_Videos_015_x264,129,Normal,0.0004,2026-03-03 12:24:01
Normal_Videos_015_x264,130,Normal,0.0002,2026-03-03 12:24:01
Normal_Videos_015_x264,131,Normal,0.0001,2026-03-03 12:24:01
Normal_Videos_015_x264,132,Normal,0.0001,2026-03-03 12:24:01
Normal_Videos_015_x264,133,Normal,0.0,2026-03-03 12:24:01
Normal_Videos_015_x264,134,Normal,0.0,2026-03-03 12:24:01
Normal_Videos_015_x264,135,Normal,0.0,2026-03-03 12:24:01
Normal_Videos_015_x264,136,Normal,0.0,2026-03-03 12:24:02
Normal_Videos_015_x264,137,Normal,0.0,2026-03-03 12:24:02
Normal_Videos_015_x264,138,Normal,0.0,2026-03-03 12:24:02
Normal_Videos_015_x264,139,Normal,0.0,2026-03-03 12:24:02
Normal_Videos_015_x264,140,Normal,0.0,2026-03-03 12:24:02
Normal_Videos_015_x264,141,Normal,0.0,2026-03-03 12:24:02
Normal_Videos_015_x264,142,Normal,0.0,2026-03-03 12:24:02
Normal_Videos_015_x264,143,Normal,0.0,2026-03-03 12:24:02
Normal_Videos_015_x264,144,Normal,0.0013,2026-03-03 12:24:02
Normal_Videos_015_x264,145,Normal,0.0008,2026-03-03 12:24:02
Normal_Videos_015_x264,146,Normal,0.0018,2026-03-03 12:24:02
Normal_Videos_015_x264,147,Normal,0.0063,2026-03-03 12:24:03
Normal_Videos_015_x264,148,Normal,0.0058,2026-03-03 12:24:03
Normal_Videos_015_x264,149,Normal,0.0048,2026-03-03 12:24:03
Normal_Videos_015_x264,150,Normal,0.0029,2026-03-03 12:24:03
Normal_Videos_015_x264,151,Normal,0.0017,2026-03-03 12:24:03
Normal_Videos_015_x264,152,Normal,0.0042,2026-03-03 12:24:03
Normal_Videos_015_x264,153,Normal,0.0038,2026-03-03 12:24:03
Normal_Videos_015_x264,154,Normal,0.0023,2026-03-03 12:24:03
Normal_Videos_015_x264,155,Normal,0.0035,2026-03-03 12:24:03
Normal_Videos_015_x264,156,Normal,0.0044,2026-03-03 12:24:03
Normal_Videos_015_x264,157,Normal,0.004,2026-03-03 12:24:03
Normal_Videos_015_x264,158,Normal,0.0024,2026-03-03 12:24:04
Normal_Videos_015_x264,159,Normal,0.0014,2026-03-03 12:24:04
Normal_Videos_050_x264,160,Calibrating,0.0,2026-03-03 12:24:04
Normal_Videos_050_x264,161,Calibrating,0.0,2026-03-03 12:24:04
Normal_Videos_050_x264,162,Calibrating,0.0,2026-03-03 12:24:04
Normal_Videos_050_x264,163,Calibrating,0.0,2026-03-03 12:24:04
Normal_Videos_050_x264,164,Calibrating,0.0,2026-03-03 12:24:04
Normal_Videos_050_x264,165,Calibrating,0.0,2026-03-03 12:24:04
Normal_Videos_050_x264,166,Calibrating,0.0,2026-03-03 12:24:04
Normal_Videos_050_x264,167,Calibrating,0.0,2026-03-03 12:24:04
Normal_Videos_050_x264,168,Calibrating,0.0,2026-03-03 12:24:04
Normal_Videos_050_x264,169,Calibrating,0.0,2026-03-03 12:24:04
Normal_Videos_050_x264,170,Calibrating,0.0,2026-03-03 12:24:04
Normal_Videos_050_x264,171,Calibrating,0.0,2026-03-03 12:24:04
Normal_Videos_050_x264,172,Calibrating,0.0,2026-03-03 12:24:04
Normal_Videos_050_x264,173,Calibrating,0.0,2026-03-03 12:24:04
Normal_Videos_050_x264,174,Calibrating,0.0,2026-03-03 12:24:04
Normal_Videos_050_x264,175,Calibrating,0.0,2026-03-03 12:24:04
Normal_Videos_050_x264,176,Calibrating,0.0,2026-03-03 12:24:04
Normal_Videos_050_x264,177,Calibrating,0.0,2026-03-03 12:24:04
Normal_Videos_050_x264,178,Calibrating,0.0,2026-03-03 12:24:04
Normal_Videos_050_x264,179,Calibrating,0.0,2026-03-03 12:24:04
Normal_Videos_050_x264,180,Calibrating,0.0,2026-03-03 12:24:04
Normal_Videos_050_x264,181,Calibrating,0.0,2026-03-03 12:24:04
Normal_Videos_050_x264,182,Calibrating,0.0,2026-03-03 12:24:04
Normal_Videos_050_x264,183,Calibrating,0.0,2026-03-03 12:24:04
Normal_Videos_050_x264,184,Calibrating,0.0,2026-03-03 12:24:04
Normal_Videos_050_x264,185,Calibrating,0.0,2026-03-03 12:24:05
Normal_Videos_050_x264,186,Calibrating,0.0,2026-03-03 12:24:05
Normal_Videos_050_x264,187,Calibrating,0.0,2026-03-03 12:24:05
Normal_Videos_050_x264,188,Calibrating,0.0,2026-03-03 12:24:05
Normal_Videos_050_x264,189,Calibrating,0.0,2026-03-03 12:24:05
Normal_Videos_050_x264,190,Normal,1.1367,2026-03-03 12:24:05
Normal_Videos_050_x264,191,Normal,1.1549,2026-03-03 12:24:05
Normal_Videos_050_x264,192,Normal,1.1984,2026-03-03 12:24:05
Normal_Videos_050_x264,193,Normal,1.2461,2026-03-03 12:24:05
Normal_Videos_050_x264,194,Normal,1.3045,2026-03-03 12:24:05
Normal_Videos_050_x264,195,Normal,1.3439,2026-03-03 12:24:05
Normal_Videos_050_x264,196,Normal,1.3996,2026-03-03 12:24:05
Normal_Videos_050_x264,197,Normal,1.4595,2026-03-03 12:24:05
Normal_Videos_050_x264,198,Normal,1.5075,2026-03-03 12:24:05
Normal_Videos_050_x264,199,Normal,1.5706,2026-03-03 12:24:05
Normal_Videos_050_x264,200,Normal,1.6132,2026-03-03 12:24:05
Normal_Videos_050_x264,201,Normal,1.6869,2026-03-03 12:24:05
Normal_Videos_050_x264,202,Normal,1.7481,2026-03-03 12:24:05
Normal_Videos_050_x264,203,Normal,1.7213,2026-03-03 12:24:05
Normal_Videos_050_x264,204,Normal,1.7656,2026-03-03 12:24:05
Normal_Videos_050_x264,205,Normal,1.7711,2026-03-03 12:24:05
Normal_Videos_050_x264,206,Normal,1.7731,2026-03-03 12:24:05
Normal_Videos_050_x264,207,Normal,1.7427,2026-03-03 12:24:06
Normal_Videos_050_x264,208,Normal,1.7446,2026-03-03 12:24:06
Normal_Videos_050_x264,209,Normal,1.7546,2026-03-03 12:24:06
Normal_Videos_050_x264,210,Normal,1.7431,2026-03-03 12:24:06
Normal_Videos_050_x264,211,Normal,1.7185,2026-03-03 12:24:06
Normal_Videos_050_x264,212,Normal,1.74,2026-03-03 12:24:06
Normal_Videos_050_x264,213,Normal,1.7646,2026-03-03 12:24:06
Normal_Videos_050_x264,214,Normal,1.7389,2026-03-03 12:24:06
Normal_Videos_050_x264,215,Normal,1.6733,2026-03-03 12:24:06
Normal_Videos_050_x264,216,Normal,1.5923,2026-03-03 12:24:06
Normal_Videos_050_x264,217,Normal,1.534,2026-03-03 12:24:06
Normal_Videos_050_x264,218,Normal,1.5254,2026-03-03 12:24:07
Normal_Videos_050_x264,219,Normal,1.5131,2026-03-03 12:24:07
Normal_Videos_050_x264,220,Normal,1.5186,2026-03-03 12:24:07
Normal_Videos_050_x264,221,Normal,1.5085,2026-03-03 12:24:07
Normal_Videos_050_x264,222,Normal,1.472,2026-03-03 12:24:07
Normal_Videos_050_x264,223,Normal,1.4595,2026-03-03 12:24:07
Normal_Videos_050_x264,224,Normal,1.4643,2026-03-03 12:24:07
Normal_Videos_050_x264,225,Normal,1.4739,2026-03-03 12:24:08
Normal_Videos_050_x264,226,Normal,1.4447,2026-03-03 12:24:08
Normal_Videos_050_x264,227,Normal,1.3866,2026-03-03 12:24:08
Normal_Videos_050_x264,228,Normal,1.3325,2026-03-03 12:24:08
Normal_Videos_050_x264,229,Normal,1.3,2026-03-03 12:24:08
Normal_Videos_050_x264,230,Normal,1.28,2026-03-03 12:24:08
Normal_Videos_050_x264,231,Normal,1.2433,2026-03-03 12:24:08
Normal_Videos_050_x264,232,Normal,1.2504,2026-03-03 12:24:09
Normal_Videos_050_x264,233,Normal,1.2911,2026-03-03 12:24:09
Normal_Videos_050_x264,234,Normal,1.3351,2026-03-03 12:24:09
Normal_Videos_050_x264,235,Normal,1.3904,2026-03-03 12:24:09
Normal_Videos_050_x264,236,Normal,1.4379,2026-03-03 12:24:09
Normal_Videos_050_x264,237,Normal,1.4854,2026-03-03 12:24:09
Normal_Videos_050_x264,238,Normal,1.5516,2026-03-03 12:24:09
Normal_Videos_050_x264,239,Normal,1.6167,2026-03-03 12:24:09
Normal_Videos_050_x264,240,Normal,1.7062,2026-03-03 12:24:09
Normal_Videos_050_x264,241,Normal,1.7878,2026-03-03 12:24:09
Normal_Videos_050_x264,242,Normal,1.8969,2026-03-03 12:24:10
Normal_Videos_050_x264,243,Normal,1.9501,2026-03-03 12:24:10
Normal_Videos_050_x264,244,Normal,2.0208,2026-03-03 12:24:10
Normal_Videos_050_x264,245,Normal,2.0901,2026-03-03 12:24:10
Normal_Videos_050_x264,246,Normal,2.1994,2026-03-03 12:24:11
Normal_Videos_050_x264,247,Normal,2.291,2026-03-03 12:24:11
Normal_Videos_050_x264,248,Normal,2.4176,2026-03-03 12:24:11
Normal_Videos_050_x264,249,Normal,2.5268,2026-03-03 12:24:11
Normal_Videos_050_x264,250,Normal,2.5197,2026-03-03 12:24:12
Normal_Videos_050_x264,251,Normal,2.4991,2026-03-03 12:24:12
Normal_Videos_050_x264,252,Normal,2.5179,2026-03-03 12:24:12
Normal_Videos_050_x264,253,Normal,2.4811,2026-03-03 12:24:12
Normal_Videos_050_x264,254,Normal,2.4251,2026-03-03 12:24:12
Normal_Videos_050_x264,255,Normal,2.3637,2026-03-03 12:24:13
Normal_Videos_050_x264,256,Normal,2.2882,2026-03-03 12:24:13
Normal_Videos_050_x264,257,Normal,2.186,2026-03-03 12:24:13
Normal_Videos_050_x264,258,Normal,1.9595,2026-03-03 12:24:13
Normal_Videos_050_x264,259,Normal,1.7155,2026-03-03 12:24:13
Normal_Videos_050_x264,260,Normal,1.484,2026-03-03 12:24:14
Normal_Videos_050_x264,261,Normal,1.2589,2026-03-03 12:24:14
Normal_Videos_050_x264,262,Normal,1.0496,2026-03-03 12:24:14
Normal_Videos_050_x264,263,Normal,0.892,2026-03-03 12:24:14
Normal_Videos_050_x264,264,Normal,0.7201,2026-03-03 12:24:14
Normal_Videos_050_x264,265,Normal,0.5847,2026-03-03 12:24:14
Normal_Videos_050_x264,266,Normal,0.5115,2026-03-03 12:24:14
Normal_Videos_050_x264,267,Normal,0.4657,2026-03-03 12:24:15
Normal_Videos_050_x264,268,Normal,0.4354,2026-03-03 12:24:15
Normal_Videos_050_x264,269,Normal,0.404,2026-03-03 12:24:15
Normal_Videos_050_x264,270,Normal,0.37,2026-03-03 12:24:15
Normal_Videos_050_x264,271,Normal,0.3321,2026-03-03 12:24:15
Normal_Videos_050_x264,272,Normal,0.3256,2026-03-03 12:24:15
Normal_Videos_050_x264,273,Normal,0.3454,2026-03-03 12:24:16
Normal_Videos_050_x264,274,Normal,0.3807,2026-03-03 12:24:16
Normal_Videos_050_x264,275,Normal,0.4182,2026-03-03 12:24:16
Normal_Videos_050_x264,276,Normal,0.4556,2026-03-03 12:24:16
Normal_Videos_050_x264,277,Normal,0.4729,2026-03-03 12:24:16
Normal_Videos_050_x264,278,Normal,0.4944,2026-03-03 12:24:16
Normal_Videos_050_x264,279,Normal,0.5216,2026-03-03 12:24:17
Normal_Videos_050_x264,280,Normal,0.5461,2026-03-03 12:24:17
Normal_Videos_050_x264,281,Normal,0.581,2026-03-03 12:24:17
Normal_Videos_050_x264,282,Normal,0.6372,2026-03-03 12:24:17
Normal_Videos_050_x264,283,Normal,0.6865,2026-03-03 12:24:17
Normal_Videos_050_x264,284,Normal,0.7429,2026-03-03 12:24:17
Normal_Videos_050_x264,285,Normal,0.8606,2026-03-03 12:24:18
Normal_Videos_050_x264,286,Normal,0.9031,2026-03-03 12:24:18
Normal_Videos_050_x264,287,Normal,0.9358,2026-03-03 12:24:18
Normal_Videos_050_x264,288,Normal,0.9722,2026-03-03 12:24:18
Normal_Videos_050_x264,289,Normal,0.9971,2026-03-03 12:24:18
Normal_Videos_050_x264,290,Normal,1.0175,2026-03-03 12:24:18
Normal_Videos_050_x264,291,Normal,1.0264,2026-03-03 12:24:18
Normal_Videos_050_x264,292,Normal,1.0026,2026-03-03 12:24:19
Normal_Videos_050_x264,293,Normal,0.944,2026-03-03 12:24:19
Normal_Videos_050_x264,294,Normal,0.9114,2026-03-03 12:24:19
Normal_Videos_050_x264,295,Normal,0.9049,2026-03-03 12:24:19
Normal_Videos_050_x264,296,Normal,0.9211,2026-03-03 12:24:19
Normal_Videos_050_x264,297,Normal,0.9264,2026-03-03 12:24:19
Normal_Videos_050_x264,298,Normal,0.9014,2026-03-03 12:24:19
Normal_Videos_050_x264,299,Normal,0.8544,2026-03-03 12:24:20
Normal_Videos_050_x264,300,Normal,0.7592,2026-03-03 12:24:20
Normal_Videos_050_x264,301,Normal,0.6894,2026-03-03 12:24:20
Normal_Videos_050_x264,302,Normal,0.5889,2026-03-03 12:24:20
Normal_Videos_050_x264,303,Normal,0.5278,2026-03-03 12:24:20
Normal_Videos_050_x264,304,Normal,0.486,2026-03-03 12:24:20
Normal_Videos_050_x264,305,Normal,0.4468,2026-03-03 12:24:20
Normal_Videos_050_x264,306,Normal,0.4274,2026-03-03 12:24:20
Normal_Videos_050_x264,307,Normal,0.4231,2026-03-03 12:24:20
Normal_Videos_050_x264,308,Normal,0.4047,2026-03-03 12:24:20
Normal_Videos_050_x264,309,Normal,0.3668,2026-03-03 12:24:20
Normal_Videos_050_x264,310,Normal,0.3438,2026-03-03 12:24:20
Normal_Videos_050_x264,311,Normal,0.3271,2026-03-03 12:24:20
Normal_Videos_050_x264,312,Normal,0.3017,2026-03-03 12:24:21
Normal_Videos_050_x264,313,Normal,0.2964,2026-03-03 12:24:21
Normal_Videos_050_x264,314,Normal,0.2901,2026-03-03 12:24:21
Normal_Videos_050_x264,315,Normal,0.2915,2026-03-03 12:24:21
Normal_Videos_050_x264,316,Normal,0.3056,2026-03-03 12:24:21
Normal_Videos_050_x264,317,Normal,0.2904,2026-03-03 12:24:21
Normal_Videos_050_x264,318,Normal,0.3117,2026-03-03 12:24:21
Normal_Videos_050_x264,319,Normal,0.292,2026-03-03 12:24:21
Normal_Videos_050_x264,320,Normal,0.2867,2026-03-03 12:24:21
Normal_Videos_050_x264,321,Normal,0.2569,2026-03-03 12:24:21
Normal_Videos_050_x264,322,Normal,0.2388,2026-03-03 12:24:21
Normal_Videos_050_x264,323,Normal,0.2253,2026-03-03 12:24:21
Normal_Videos_050_x264,324,Normal,0.2331,2026-03-03 12:24:21
Normal_Videos_050_x264,325,Normal,0.2289,2026-03-03 12:24:21
Normal_Videos_050_x264,326,Normal,0.2249,2026-03-03 12:24:22
Normal_Videos_050_x264,327,Normal,0.205,2026-03-03 12:24:22
Normal_Videos_050_x264,328,Normal,0.2014,2026-03-03 12:24:22
Normal_Videos_050_x264,329,Normal,0.1846,2026-03-03 12:24:22
Normal_Videos_050_x264,330,Normal,0.1813,2026-03-03 12:24:22
Normal_Videos_050_x264,331,Normal,0.1583,2026-03-03 12:24:22
Normal_Videos_050_x264,332,Normal,0.1486,2026-03-03 12:24:22
Normal_Videos_050_x264,333,Normal,0.148,2026-03-03 12:24:22
Normal_Videos_050_x264,334,Normal,0.1524,2026-03-03 12:24:22
Normal_Videos_050_x264,335,Normal,0.1531,2026-03-03 12:24:22
Normal_Videos_050_x264,336,Normal,0.1455,2026-03-03 12:24:22
Normal_Videos_050_x264,337,Normal,0.1459,2026-03-03 12:24:22
Normal_Videos_050_x264,338,Normal,0.1472,2026-03-03 12:24:22
Normal_Videos_050_x264,339,Normal,0.1503,2026-03-03 12:24:22
Normal_Videos_050_x264,340,Normal,0.1501,2026-03-03 12:24:22
Normal_Videos_050_x264,341,Normal,0.1359,2026-03-03 12:24:23
Normal_Videos_050_x264,342,Normal,0.1383,2026-03-03 12:24:23
Normal_Videos_050_x264,343,Normal,0.1457,2026-03-03 12:24:23
Normal_Videos_050_x264,344,Normal,0.157,2026-03-03 12:24:23
Normal_Videos_050_x264,345,Normal,0.1632,2026-03-03 12:24:23
Normal_Videos_050_x264,346,Normal,0.1805,2026-03-03 12:24:23
Normal_Videos_050_x264,347,Normal,0.1835,2026-03-03 12:24:23
Normal_Videos_050_x264,348,Normal,0.1968,2026-03-03 12:24:23
Normal_Videos_050_x264,349,Normal,0.1947,2026-03-03 12:24:23
Normal_Videos_050_x264,350,Normal,0.1915,2026-03-03 12:24:23
Normal_Videos_050_x264,351,Normal,0.1902,2026-03-03 12:24:23
Normal_Videos_050_x264,352,Normal,0.1912,2026-03-03 12:24:23
Normal_Videos_050_x264,353,Normal,0.1936,2026-03-03 12:24:23
Normal_Videos_050_x264,354,Normal,0.1946,2026-03-03 12:24:23
Normal_Videos_050_x264,355,Normal,0.2079,2026-03-03 12:24:23
Normal_Videos_050_x264,356,Normal,0.2305,2026-03-03 12:24:24
Normal_Videos_050_x264,357,Normal,0.2469,2026-03-03 12:24:24
Normal_Videos_050_x264,358,Normal,0.2596,2026-03-03 12:24:24
Normal_Videos_050_x264,359,Normal,0.2797,2026-03-03 12:24:24
Normal_Videos_050_x264,360,Normal,0.2788,2026-03-03 12:24:24
Normal_Videos_050_x264,361,Normal,0.2834,2026-03-03 12:24:24
Normal_Videos_050_x264,362,Normal,0.2781,2026-03-03 12:24:24
Normal_Videos_050_x264,363,Normal,0.2817,2026-03-03 12:24:24
Normal_Videos_050_x264,364,Normal,0.286,2026-03-03 12:24:24
Normal_Videos_050_x264,365,Normal,0.2895,2026-03-03 12:24:24
Normal_Videos_050_x264,366,Normal,0.3282,2026-03-03 12:24:24
Normal_Videos_050_x264,367,Normal,0.3419,2026-03-03 12:24:24
Normal_Videos_050_x264,368,Normal,0.3666,2026-03-03 12:24:24
Normal_Videos_050_x264,369,Normal,0.3913,2026-03-03 12:24:24
Normal_Videos_050_x264,370,Normal,0.4142,2026-03-03 12:24:25
Normal_Videos_050_x264,371,Normal,0.4225,2026-03-03 12:24:25
Normal_Videos_050_x264,372,Normal,0.4306,2026-03-03 12:24:25
Normal_Videos_050_x264,373,Normal,0.4471,2026-03-03 12:24:25
Normal_Videos_050_x264,374,Normal,0.4456,2026-03-03 12:24:25
Normal_Videos_050_x264,375,Normal,0.4512,2026-03-03 12:24:25
